Date,Value
2013-07-31,1205611283.41
2013-07-30,1170005380.36
2013-07-29,1159687050.1
2013-07-28,1135839489.73
2013-07-27,1091873110.71
2013-07-26,1105124840.98
2013-07-25,1102464025.0
2013-07-24,1072594584.72
2013-07-23,1092556078.6
2013-07-22,1050901464.3
2013-07-21,1017893727.05
2013-07-20,1051064818.38
2013-07-19,1068169073.59
2013-07-18,1033357994.31
2013-07-17,1119468900.5
2013-07-16,1108089449.25
2013-07-15,1123279548.81
2013-07-14,1081481237.5
2013-07-13,1095300550.12
2013-07-12,1115526360.0
2013-07-11,993690836.25
2013-07-10,895700331.002
2013-07-09,869603878.63
2013-07-08,884162379.0
2013-07-07,807555842.15
2013-07-06,789064090.473
2013-07-05,771818503.638
2013-07-04,907288095.0
2013-07-03,941044770.0
2013-07-02,1017368595.0
2013-07-01,1033462011.05
2013-06-30,1095578975.0
2013-06-29,1087840603.14
2013-06-28,1096326263.97
2013-06-27,1165723515.16
2013-06-26,1183612922.21
2013-06-25,1177011684.47
2013-06-24,1155134402.42
2013-06-23,1219485056.99
2013-06-22,1234928799.75
2013-06-21,1256073225.0
2013-06-20,1266565450.5
2013-06-19,1219398180.0
2013-06-18,1214030413.2
2013-06-17,1136058016.38
2013-06-16,1129737500.0
2013-06-15,1151516393.15
2013-06-14,1128830000.0
2013-06-13,1229956000.0
2013-06-12,1219978239.14
2013-06-11,1217610900.0
2013-06-10,1182971489.79
2013-06-09,1109296698.62
2013-06-08,1213946580.0
2013-06-07,1241579898.07
2013-06-06,1358109258.69
2013-06-05,1376864586.97
2013-06-04,1355575833.58
2013-06-03,1348575224.76
2013-06-02,1354720652.4
2013-06-01,1450625584.71
2013-05-31,1429125799.45
2013-05-30,1469538093.2
2013-05-29,1457591797.66
2013-05-28,1438449537.78
2013-05-27,1485990856.08
2013-05-26,1501517528.99
2013-05-25,1485783006.0
2013-05-24,1471892650.0
2013-05-23,1406127913.5
2013-05-22,1371731466.0
2013-05-21,1369657187.5
