Date,Value
2013-09-25,11752400.0
2013-09-24,11747050.0
2013-09-23,11742025.0
2013-09-22,11736500.0
2013-09-21,11731350.0
2013-09-20,11726675.0
2013-09-19,11721850.0
2013-09-18,11716975.0
2013-09-17,11713200.0
2013-09-16,11708775.0
2013-09-15,11704550.0
2013-09-14,11699975.0
2013-09-13,11694575.0
2013-09-12,11689325.0
2013-09-11,11684125.0
2013-09-10,11679100.0
2013-09-09,11674450.0
2013-09-08,11669625.0
2013-09-07,11665900.0
2013-09-06,11661825.0
2013-09-05,11657075.0
2013-09-04,11653000.0
2013-09-03,11648650.0
2013-09-02,11644025.0
2013-09-01,11638150.0
2013-08-31,11632600.0
2013-08-30,11627225.0
2013-08-29,11622375.0
2013-08-28,11617425.0
2013-08-27,11613250.0
2013-08-26,11608950.0
2013-08-25,11604875.0
2013-08-24,11601300.0
2013-08-23,11596650.0
2013-08-22,11591275.0
2013-08-21,11586075.0
2013-08-20,11580925.0
2013-08-19,11576400.0
2013-08-18,11571950.0
2013-08-17,11567025.0
2013-08-16,11562350.0
2013-08-15,11558050.0
2013-08-14,11553875.0
2013-08-13,11550025.0
2013-08-12,11545225.0
2013-08-11,11539500.0
2013-08-10,11534150.0
2013-08-09,11529175.0
2013-08-08,11523975.0
2013-08-07,11518925.0
2013-08-06,11514525.0
2013-08-05,11509800.0
2013-08-04,11505000.0
2013-08-03,11500725.0
2013-08-02,11496250.0
2013-08-01,11491500.0
2013-07-31,11486875.0
2013-07-30,11481900.0
2013-07-29,11477275.0
2013-07-28,11473125.0
2013-07-27,11468700.0
2013-07-26,11464575.0
2013-07-25,11460125.0
2013-07-24,11456700.0
2013-07-23,11452850.0
2013-07-22,11449225.0
2013-07-21,11444725.0
2013-07-20,11439850.0
2013-07-19,11435175.0
2013-07-18,11430950.0
2013-07-17,11426650.0
2013-07-16,11422425.0
2013-07-15,11418325.0
2013-07-14,11414050.0
2013-07-13,11409975.0
2013-07-12,11406200.0
2013-07-11,11402075.0
2013-07-10,11397275.0
2013-07-09,11393000.0
2013-07-08,11387975.0
2013-07-07,11383325.0
2013-07-06,11378650.0
2013-07-05,11373950.0
2013-07-04,11369525.0
2013-07-03,11365275.0
2013-07-02,11360900.0
2013-07-01,11356975.0
2013-06-30,11353150.0
